id	label	model
206317	None	optimized-simple-banglabert-v2
33066	None	optimized-simple-banglabert-v2
36214	Political Hate	optimized-simple-banglabert-v2
683112	None	optimized-simple-banglabert-v2
831416	Political Hate	optimized-simple-banglabert-v2
473865	None	optimized-simple-banglabert-v2
783655	Political Hate	optimized-simple-banglabert-v2
344565	None	optimized-simple-banglabert-v2
240377	None	optimized-simple-banglabert-v2
205517	Political Hate	optimized-simple-banglabert-v2
624990	None	optimized-simple-banglabert-v2
114646	Profane	optimized-simple-banglabert-v2
860260	Political Hate	optimized-simple-banglabert-v2
321233	Abusive	optimized-simple-banglabert-v2
287639	Political Hate	optimized-simple-banglabert-v2
698525	Abusive	optimized-simple-banglabert-v2
640865	None	optimized-simple-banglabert-v2
493551	None	optimized-simple-banglabert-v2
329369	None	optimized-simple-banglabert-v2
687000	Profane	optimized-simple-banglabert-v2
938515	None	optimized-simple-banglabert-v2
71327	Abusive	optimized-simple-banglabert-v2
82872	Abusive	optimized-simple-banglabert-v2
564549	Political Hate	optimized-simple-banglabert-v2
93050	Abusive	optimized-simple-banglabert-v2
684599	None	optimized-simple-banglabert-v2
923214	None	optimized-simple-banglabert-v2
712666	None	optimized-simple-banglabert-v2
516447	None	optimized-simple-banglabert-v2
789503	None	optimized-simple-banglabert-v2
126197	Profane	optimized-simple-banglabert-v2
83510	None	optimized-simple-banglabert-v2
693378	None	optimized-simple-banglabert-v2
766830	Abusive	optimized-simple-banglabert-v2
917369	Abusive	optimized-simple-banglabert-v2
140689	Profane	optimized-simple-banglabert-v2
828319	None	optimized-simple-banglabert-v2
441784	Abusive	optimized-simple-banglabert-v2
584069	Abusive	optimized-simple-banglabert-v2
595722	None	optimized-simple-banglabert-v2
587975	Abusive	optimized-simple-banglabert-v2
737847	None	optimized-simple-banglabert-v2
355260	None	optimized-simple-banglabert-v2
208807	None	optimized-simple-banglabert-v2
698527	Abusive	optimized-simple-banglabert-v2
342704	None	optimized-simple-banglabert-v2
281083	None	optimized-simple-banglabert-v2
594110	Political Hate	optimized-simple-banglabert-v2
208175	Political Hate	optimized-simple-banglabert-v2
536181	None	optimized-simple-banglabert-v2
562508	Abusive	optimized-simple-banglabert-v2
844368	Political Hate	optimized-simple-banglabert-v2
355570	Abusive	optimized-simple-banglabert-v2
576652	Abusive	optimized-simple-banglabert-v2
230254	Political Hate	optimized-simple-banglabert-v2
396913	None	optimized-simple-banglabert-v2
160607	None	optimized-simple-banglabert-v2
775615	None	optimized-simple-banglabert-v2
634523	Political Hate	optimized-simple-banglabert-v2
313291	Abusive	optimized-simple-banglabert-v2
631046	Abusive	optimized-simple-banglabert-v2
550426	Political Hate	optimized-simple-banglabert-v2
807498	Abusive	optimized-simple-banglabert-v2
388081	None	optimized-simple-banglabert-v2
532701	None	optimized-simple-banglabert-v2
506934	None	optimized-simple-banglabert-v2
322440	None	optimized-simple-banglabert-v2
507780	None	optimized-simple-banglabert-v2
133106	Political Hate	optimized-simple-banglabert-v2
584019	Political Hate	optimized-simple-banglabert-v2
474793	None	optimized-simple-banglabert-v2
890928	None	optimized-simple-banglabert-v2
888703	None	optimized-simple-banglabert-v2
391227	None	optimized-simple-banglabert-v2
511127	None	optimized-simple-banglabert-v2
507374	Sexism	optimized-simple-banglabert-v2
680347	None	optimized-simple-banglabert-v2
63627	None	optimized-simple-banglabert-v2
903197	Abusive	optimized-simple-banglabert-v2
938868	Abusive	optimized-simple-banglabert-v2
675732	None	optimized-simple-banglabert-v2
482546	Abusive	optimized-simple-banglabert-v2
675440	None	optimized-simple-banglabert-v2
115168	None	optimized-simple-banglabert-v2
352533	Political Hate	optimized-simple-banglabert-v2
630861	Profane	optimized-simple-banglabert-v2
768879	Political Hate	optimized-simple-banglabert-v2
882539	None	optimized-simple-banglabert-v2
558518	Political Hate	optimized-simple-banglabert-v2
937312	None	optimized-simple-banglabert-v2
422059	Political Hate	optimized-simple-banglabert-v2
416662	None	optimized-simple-banglabert-v2
632696	Political Hate	optimized-simple-banglabert-v2
203962	None	optimized-simple-banglabert-v2
857709	None	optimized-simple-banglabert-v2
793617	Abusive	optimized-simple-banglabert-v2
486353	None	optimized-simple-banglabert-v2
635854	None	optimized-simple-banglabert-v2
84223	None	optimized-simple-banglabert-v2
150930	Abusive	optimized-simple-banglabert-v2
156149	None	optimized-simple-banglabert-v2
772243	Political Hate	optimized-simple-banglabert-v2
644418	Abusive	optimized-simple-banglabert-v2
723392	Political Hate	optimized-simple-banglabert-v2
717266	Abusive	optimized-simple-banglabert-v2
75367	Religious Hate	optimized-simple-banglabert-v2
398304	None	optimized-simple-banglabert-v2
350619	None	optimized-simple-banglabert-v2
633361	Abusive	optimized-simple-banglabert-v2
545400	Abusive	optimized-simple-banglabert-v2
184710	Religious Hate	optimized-simple-banglabert-v2
126450	None	optimized-simple-banglabert-v2
157874	Abusive	optimized-simple-banglabert-v2
268695	None	optimized-simple-banglabert-v2
443262	Profane	optimized-simple-banglabert-v2
405050	Abusive	optimized-simple-banglabert-v2
475199	None	optimized-simple-banglabert-v2
909906	Abusive	optimized-simple-banglabert-v2
619424	Profane	optimized-simple-banglabert-v2
338317	Political Hate	optimized-simple-banglabert-v2
208842	Abusive	optimized-simple-banglabert-v2
297713	Political Hate	optimized-simple-banglabert-v2
198549	Political Hate	optimized-simple-banglabert-v2
240451	None	optimized-simple-banglabert-v2
432313	None	optimized-simple-banglabert-v2
556009	Profane	optimized-simple-banglabert-v2
291078	None	optimized-simple-banglabert-v2
647866	Political Hate	optimized-simple-banglabert-v2
885374	Abusive	optimized-simple-banglabert-v2
149363	None	optimized-simple-banglabert-v2
169573	None	optimized-simple-banglabert-v2
456507	Abusive	optimized-simple-banglabert-v2
589233	Political Hate	optimized-simple-banglabert-v2
112377	None	optimized-simple-banglabert-v2
831724	Abusive	optimized-simple-banglabert-v2
5407	None	optimized-simple-banglabert-v2
15943	Political Hate	optimized-simple-banglabert-v2
741246	Abusive	optimized-simple-banglabert-v2
61405	None	optimized-simple-banglabert-v2
915869	None	optimized-simple-banglabert-v2
511267	Sexism	optimized-simple-banglabert-v2
1471	None	optimized-simple-banglabert-v2
367605	Abusive	optimized-simple-banglabert-v2
174842	Abusive	optimized-simple-banglabert-v2
137391	None	optimized-simple-banglabert-v2
840729	Abusive	optimized-simple-banglabert-v2
416127	Profane	optimized-simple-banglabert-v2
330333	Abusive	optimized-simple-banglabert-v2
670421	Abusive	optimized-simple-banglabert-v2
242499	Political Hate	optimized-simple-banglabert-v2
144117	None	optimized-simple-banglabert-v2
639424	Profane	optimized-simple-banglabert-v2
394368	Political Hate	optimized-simple-banglabert-v2
291259	Abusive	optimized-simple-banglabert-v2
142509	None	optimized-simple-banglabert-v2
226408	Abusive	optimized-simple-banglabert-v2
486351	None	optimized-simple-banglabert-v2
865343	Abusive	optimized-simple-banglabert-v2
490548	Abusive	optimized-simple-banglabert-v2
430804	None	optimized-simple-banglabert-v2
292631	Abusive	optimized-simple-banglabert-v2
399708	None	optimized-simple-banglabert-v2
62074	Abusive	optimized-simple-banglabert-v2
277817	None	optimized-simple-banglabert-v2
451449	None	optimized-simple-banglabert-v2
937837	None	optimized-simple-banglabert-v2
69996	Political Hate	optimized-simple-banglabert-v2
472779	None	optimized-simple-banglabert-v2
593869	Political Hate	optimized-simple-banglabert-v2
113374	Political Hate	optimized-simple-banglabert-v2
295098	None	optimized-simple-banglabert-v2
688164	None	optimized-simple-banglabert-v2
754307	Religious Hate	optimized-simple-banglabert-v2
185344	Abusive	optimized-simple-banglabert-v2
206819	None	optimized-simple-banglabert-v2
776128	Religious Hate	optimized-simple-banglabert-v2
438265	None	optimized-simple-banglabert-v2
586064	None	optimized-simple-banglabert-v2
588534	None	optimized-simple-banglabert-v2
863686	None	optimized-simple-banglabert-v2
694501	Abusive	optimized-simple-banglabert-v2
97900	Religious Hate	optimized-simple-banglabert-v2
166900	None	optimized-simple-banglabert-v2
109971	None	optimized-simple-banglabert-v2
497464	Abusive	optimized-simple-banglabert-v2
376477	Abusive	optimized-simple-banglabert-v2
65718	None	optimized-simple-banglabert-v2
784043	Political Hate	optimized-simple-banglabert-v2
702897	None	optimized-simple-banglabert-v2
352371	None	optimized-simple-banglabert-v2
52223	Political Hate	optimized-simple-banglabert-v2
131128	None	optimized-simple-banglabert-v2
13831	Abusive	optimized-simple-banglabert-v2
148597	None	optimized-simple-banglabert-v2
60602	None	optimized-simple-banglabert-v2
752509	Political Hate	optimized-simple-banglabert-v2
730085	None	optimized-simple-banglabert-v2
625048	Abusive	optimized-simple-banglabert-v2
541629	Abusive	optimized-simple-banglabert-v2
895206	Abusive	optimized-simple-banglabert-v2
725993	Political Hate	optimized-simple-banglabert-v2
296053	None	optimized-simple-banglabert-v2
240086	Abusive	optimized-simple-banglabert-v2
106374	Political Hate	optimized-simple-banglabert-v2
2358	None	optimized-simple-banglabert-v2
655996	None	optimized-simple-banglabert-v2
2640	Political Hate	optimized-simple-banglabert-v2
583695	Abusive	optimized-simple-banglabert-v2
740126	Abusive	optimized-simple-banglabert-v2
116038	Abusive	optimized-simple-banglabert-v2
839438	None	optimized-simple-banglabert-v2
216777	Profane	optimized-simple-banglabert-v2
717153	None	optimized-simple-banglabert-v2
628314	Profane	optimized-simple-banglabert-v2
49560	Abusive	optimized-simple-banglabert-v2
484546	None	optimized-simple-banglabert-v2
411292	Profane	optimized-simple-banglabert-v2
739397	Abusive	optimized-simple-banglabert-v2
33049	Abusive	optimized-simple-banglabert-v2
234943	Abusive	optimized-simple-banglabert-v2
85567	None	optimized-simple-banglabert-v2
898840	None	optimized-simple-banglabert-v2
110149	Abusive	optimized-simple-banglabert-v2
928802	Profane	optimized-simple-banglabert-v2
65232	Abusive	optimized-simple-banglabert-v2
609733	Abusive	optimized-simple-banglabert-v2
607110	None	optimized-simple-banglabert-v2
656146	None	optimized-simple-banglabert-v2
122819	None	optimized-simple-banglabert-v2
924773	Political Hate	optimized-simple-banglabert-v2
855239	None	optimized-simple-banglabert-v2
455140	None	optimized-simple-banglabert-v2
172685	Political Hate	optimized-simple-banglabert-v2
705941	None	optimized-simple-banglabert-v2
317297	None	optimized-simple-banglabert-v2
637876	Political Hate	optimized-simple-banglabert-v2
198449	None	optimized-simple-banglabert-v2
822721	Profane	optimized-simple-banglabert-v2
347419	Abusive	optimized-simple-banglabert-v2
503146	None	optimized-simple-banglabert-v2
601962	Profane	optimized-simple-banglabert-v2
847061	Profane	optimized-simple-banglabert-v2
449847	Abusive	optimized-simple-banglabert-v2
266272	None	optimized-simple-banglabert-v2
579593	Abusive	optimized-simple-banglabert-v2
696370	None	optimized-simple-banglabert-v2
282600	None	optimized-simple-banglabert-v2
901656	None	optimized-simple-banglabert-v2
348015	None	optimized-simple-banglabert-v2
436616	None	optimized-simple-banglabert-v2
257730	Political Hate	optimized-simple-banglabert-v2
662170	None	optimized-simple-banglabert-v2
385756	Abusive	optimized-simple-banglabert-v2
359726	None	optimized-simple-banglabert-v2
660956	None	optimized-simple-banglabert-v2
767839	Abusive	optimized-simple-banglabert-v2
104694	None	optimized-simple-banglabert-v2
939708	Abusive	optimized-simple-banglabert-v2
918343	None	optimized-simple-banglabert-v2
169088	None	optimized-simple-banglabert-v2
559219	Political Hate	optimized-simple-banglabert-v2
313940	Profane	optimized-simple-banglabert-v2
156518	Abusive	optimized-simple-banglabert-v2
475465	Political Hate	optimized-simple-banglabert-v2
796521	None	optimized-simple-banglabert-v2
340667	None	optimized-simple-banglabert-v2
871730	None	optimized-simple-banglabert-v2
526989	Abusive	optimized-simple-banglabert-v2
2000	Profane	optimized-simple-banglabert-v2
770360	None	optimized-simple-banglabert-v2
97016	None	optimized-simple-banglabert-v2
759827	None	optimized-simple-banglabert-v2
121027	Abusive	optimized-simple-banglabert-v2
398334	None	optimized-simple-banglabert-v2
88547	Abusive	optimized-simple-banglabert-v2
388063	Abusive	optimized-simple-banglabert-v2
584267	None	optimized-simple-banglabert-v2
199146	Political Hate	optimized-simple-banglabert-v2
862801	None	optimized-simple-banglabert-v2
663203	None	optimized-simple-banglabert-v2
384078	None	optimized-simple-banglabert-v2
674707	None	optimized-simple-banglabert-v2
248801	None	optimized-simple-banglabert-v2
434904	Religious Hate	optimized-simple-banglabert-v2
892832	Political Hate	optimized-simple-banglabert-v2
849635	None	optimized-simple-banglabert-v2
357655	Abusive	optimized-simple-banglabert-v2
38822	Abusive	optimized-simple-banglabert-v2
15868	None	optimized-simple-banglabert-v2
92875	Political Hate	optimized-simple-banglabert-v2
881948	None	optimized-simple-banglabert-v2
930602	None	optimized-simple-banglabert-v2
297212	Political Hate	optimized-simple-banglabert-v2
720687	Abusive	optimized-simple-banglabert-v2
129760	None	optimized-simple-banglabert-v2
195054	Political Hate	optimized-simple-banglabert-v2
109394	None	optimized-simple-banglabert-v2
869427	Abusive	optimized-simple-banglabert-v2
916439	Profane	optimized-simple-banglabert-v2
137360	None	optimized-simple-banglabert-v2
617422	Abusive	optimized-simple-banglabert-v2
78119	Abusive	optimized-simple-banglabert-v2
723502	None	optimized-simple-banglabert-v2
478562	Abusive	optimized-simple-banglabert-v2
65211	Political Hate	optimized-simple-banglabert-v2
509559	Abusive	optimized-simple-banglabert-v2
326033	Profane	optimized-simple-banglabert-v2
863542	Political Hate	optimized-simple-banglabert-v2
700913	Political Hate	optimized-simple-banglabert-v2
674516	Abusive	optimized-simple-banglabert-v2
559600	Political Hate	optimized-simple-banglabert-v2
503290	None	optimized-simple-banglabert-v2
896878	None	optimized-simple-banglabert-v2
134107	None	optimized-simple-banglabert-v2
249718	None	optimized-simple-banglabert-v2
163349	Abusive	optimized-simple-banglabert-v2
401513	None	optimized-simple-banglabert-v2
650595	Abusive	optimized-simple-banglabert-v2
752284	None	optimized-simple-banglabert-v2
865890	Abusive	optimized-simple-banglabert-v2
186435	None	optimized-simple-banglabert-v2
373339	None	optimized-simple-banglabert-v2
286709	None	optimized-simple-banglabert-v2
643016	None	optimized-simple-banglabert-v2
27134	None	optimized-simple-banglabert-v2
593062	Political Hate	optimized-simple-banglabert-v2
676443	None	optimized-simple-banglabert-v2
614707	Abusive	optimized-simple-banglabert-v2
61510	Abusive	optimized-simple-banglabert-v2
153559	None	optimized-simple-banglabert-v2
433441	None	optimized-simple-banglabert-v2
216305	Political Hate	optimized-simple-banglabert-v2
910124	None	optimized-simple-banglabert-v2
620809	Political Hate	optimized-simple-banglabert-v2
932421	Abusive	optimized-simple-banglabert-v2
425270	Profane	optimized-simple-banglabert-v2
273781	None	optimized-simple-banglabert-v2
187613	Political Hate	optimized-simple-banglabert-v2
124364	None	optimized-simple-banglabert-v2
877298	Abusive	optimized-simple-banglabert-v2
605600	Abusive	optimized-simple-banglabert-v2
349142	None	optimized-simple-banglabert-v2
780477	Abusive	optimized-simple-banglabert-v2
850714	Abusive	optimized-simple-banglabert-v2
182549	Political Hate	optimized-simple-banglabert-v2
591436	None	optimized-simple-banglabert-v2
532973	None	optimized-simple-banglabert-v2
254837	None	optimized-simple-banglabert-v2
570134	None	optimized-simple-banglabert-v2
600873	None	optimized-simple-banglabert-v2
897692	Abusive	optimized-simple-banglabert-v2
145602	None	optimized-simple-banglabert-v2
674074	Political Hate	optimized-simple-banglabert-v2
617154	Abusive	optimized-simple-banglabert-v2
131424	None	optimized-simple-banglabert-v2
863095	None	optimized-simple-banglabert-v2
753046	Political Hate	optimized-simple-banglabert-v2
889442	None	optimized-simple-banglabert-v2
290088	Political Hate	optimized-simple-banglabert-v2
158006	None	optimized-simple-banglabert-v2
915317	None	optimized-simple-banglabert-v2
928884	Profane	optimized-simple-banglabert-v2
845497	Political Hate	optimized-simple-banglabert-v2
337012	None	optimized-simple-banglabert-v2
806329	None	optimized-simple-banglabert-v2
513110	None	optimized-simple-banglabert-v2
313334	None	optimized-simple-banglabert-v2
843096	Profane	optimized-simple-banglabert-v2
406040	Abusive	optimized-simple-banglabert-v2
436473	None	optimized-simple-banglabert-v2
864150	None	optimized-simple-banglabert-v2
307617	Abusive	optimized-simple-banglabert-v2
486690	None	optimized-simple-banglabert-v2
