id	label	model
781353	None	optimized-simple-banglabert
384814	None	optimized-simple-banglabert
15032	None	optimized-simple-banglabert
251425	Abusive	optimized-simple-banglabert
813466	None	optimized-simple-banglabert
675844	Abusive	optimized-simple-banglabert
2583	Religious Hate	optimized-simple-banglabert
659227	Abusive	optimized-simple-banglabert
169886	None	optimized-simple-banglabert
381979	None	optimized-simple-banglabert
299641	Abusive	optimized-simple-banglabert
704171	None	optimized-simple-banglabert
618279	Abusive	optimized-simple-banglabert
641060	Abusive	optimized-simple-banglabert
562096	None	optimized-simple-banglabert
318122	Profane	optimized-simple-banglabert
451639	None	optimized-simple-banglabert
653504	None	optimized-simple-banglabert
144836	Abusive	optimized-simple-banglabert
426811	Abusive	optimized-simple-banglabert
399359	None	optimized-simple-banglabert
610564	Political Hate	optimized-simple-banglabert
246780	None	optimized-simple-banglabert
838887	None	optimized-simple-banglabert
144994	None	optimized-simple-banglabert
854277	None	optimized-simple-banglabert
865313	None	optimized-simple-banglabert
578428	None	optimized-simple-banglabert
187917	None	optimized-simple-banglabert
348388	Political Hate	optimized-simple-banglabert
741123	None	optimized-simple-banglabert
634544	None	optimized-simple-banglabert
778366	None	optimized-simple-banglabert
441000	None	optimized-simple-banglabert
377994	None	optimized-simple-banglabert
362805	Religious Hate	optimized-simple-banglabert
12475	None	optimized-simple-banglabert
460383	Abusive	optimized-simple-banglabert
870913	Abusive	optimized-simple-banglabert
2715	None	optimized-simple-banglabert
921356	Abusive	optimized-simple-banglabert
196647	Political Hate	optimized-simple-banglabert
824151	None	optimized-simple-banglabert
382540	Abusive	optimized-simple-banglabert
1087	None	optimized-simple-banglabert
380610	None	optimized-simple-banglabert
416517	None	optimized-simple-banglabert
456028	Profane	optimized-simple-banglabert
431471	None	optimized-simple-banglabert
453235	Political Hate	optimized-simple-banglabert
927587	None	optimized-simple-banglabert
422259	None	optimized-simple-banglabert
896697	None	optimized-simple-banglabert
42562	None	optimized-simple-banglabert
197313	Political Hate	optimized-simple-banglabert
690302	Abusive	optimized-simple-banglabert
925174	None	optimized-simple-banglabert
535584	Abusive	optimized-simple-banglabert
931365	None	optimized-simple-banglabert
227393	Abusive	optimized-simple-banglabert
329379	None	optimized-simple-banglabert
56445	None	optimized-simple-banglabert
546158	Political Hate	optimized-simple-banglabert
258725	None	optimized-simple-banglabert
175825	None	optimized-simple-banglabert
937532	None	optimized-simple-banglabert
833099	None	optimized-simple-banglabert
321436	None	optimized-simple-banglabert
755018	Abusive	optimized-simple-banglabert
798262	Political Hate	optimized-simple-banglabert
866278	None	optimized-simple-banglabert
210321	Political Hate	optimized-simple-banglabert
363164	Religious Hate	optimized-simple-banglabert
370542	Abusive	optimized-simple-banglabert
132703	None	optimized-simple-banglabert
601946	Abusive	optimized-simple-banglabert
897150	None	optimized-simple-banglabert
256376	None	optimized-simple-banglabert
240015	None	optimized-simple-banglabert
259547	Abusive	optimized-simple-banglabert
67131	Religious Hate	optimized-simple-banglabert
923885	None	optimized-simple-banglabert
226135	Abusive	optimized-simple-banglabert
662300	None	optimized-simple-banglabert
677456	Political Hate	optimized-simple-banglabert
485008	Abusive	optimized-simple-banglabert
529942	Profane	optimized-simple-banglabert
914346	None	optimized-simple-banglabert
298173	Political Hate	optimized-simple-banglabert
446809	None	optimized-simple-banglabert
671424	Abusive	optimized-simple-banglabert
793955	Political Hate	optimized-simple-banglabert
157776	Abusive	optimized-simple-banglabert
283469	None	optimized-simple-banglabert
206317	None	optimized-simple-banglabert
33066	None	optimized-simple-banglabert
36214	Political Hate	optimized-simple-banglabert
683112	None	optimized-simple-banglabert
831416	Religious Hate	optimized-simple-banglabert
473865	None	optimized-simple-banglabert
783655	Political Hate	optimized-simple-banglabert
344565	None	optimized-simple-banglabert
240377	None	optimized-simple-banglabert
205517	None	optimized-simple-banglabert
624990	None	optimized-simple-banglabert
114646	Profane	optimized-simple-banglabert
860260	Political Hate	optimized-simple-banglabert
321233	Abusive	optimized-simple-banglabert
287639	Political Hate	optimized-simple-banglabert
698525	Abusive	optimized-simple-banglabert
640865	None	optimized-simple-banglabert
493551	None	optimized-simple-banglabert
329369	None	optimized-simple-banglabert
687000	Profane	optimized-simple-banglabert
938515	None	optimized-simple-banglabert
71327	Abusive	optimized-simple-banglabert
82872	Abusive	optimized-simple-banglabert
564549	Political Hate	optimized-simple-banglabert
93050	Sexism	optimized-simple-banglabert
684599	None	optimized-simple-banglabert
923214	None	optimized-simple-banglabert
712666	None	optimized-simple-banglabert
516447	None	optimized-simple-banglabert
789503	None	optimized-simple-banglabert
126197	Profane	optimized-simple-banglabert
83510	None	optimized-simple-banglabert
693378	None	optimized-simple-banglabert
766830	Abusive	optimized-simple-banglabert
917369	Abusive	optimized-simple-banglabert
140689	Profane	optimized-simple-banglabert
828319	None	optimized-simple-banglabert
441784	Abusive	optimized-simple-banglabert
584069	None	optimized-simple-banglabert
595722	None	optimized-simple-banglabert
587975	Abusive	optimized-simple-banglabert
737847	None	optimized-simple-banglabert
355260	Religious Hate	optimized-simple-banglabert
208807	None	optimized-simple-banglabert
698527	Abusive	optimized-simple-banglabert
342704	None	optimized-simple-banglabert
281083	None	optimized-simple-banglabert
594110	Abusive	optimized-simple-banglabert
208175	Political Hate	optimized-simple-banglabert
536181	Abusive	optimized-simple-banglabert
562508	None	optimized-simple-banglabert
844368	Political Hate	optimized-simple-banglabert
355570	Abusive	optimized-simple-banglabert
576652	None	optimized-simple-banglabert
230254	Political Hate	optimized-simple-banglabert
396913	None	optimized-simple-banglabert
160607	None	optimized-simple-banglabert
775615	None	optimized-simple-banglabert
634523	Political Hate	optimized-simple-banglabert
313291	Abusive	optimized-simple-banglabert
631046	Abusive	optimized-simple-banglabert
550426	Political Hate	optimized-simple-banglabert
807498	None	optimized-simple-banglabert
388081	None	optimized-simple-banglabert
532701	None	optimized-simple-banglabert
506934	None	optimized-simple-banglabert
322440	None	optimized-simple-banglabert
507780	None	optimized-simple-banglabert
133106	Political Hate	optimized-simple-banglabert
584019	Political Hate	optimized-simple-banglabert
474793	None	optimized-simple-banglabert
890928	None	optimized-simple-banglabert
888703	None	optimized-simple-banglabert
391227	Religious Hate	optimized-simple-banglabert
511127	None	optimized-simple-banglabert
507374	Abusive	optimized-simple-banglabert
680347	None	optimized-simple-banglabert
63627	None	optimized-simple-banglabert
903197	Abusive	optimized-simple-banglabert
938868	None	optimized-simple-banglabert
675732	None	optimized-simple-banglabert
482546	Abusive	optimized-simple-banglabert
675440	None	optimized-simple-banglabert
115168	None	optimized-simple-banglabert
352533	Political Hate	optimized-simple-banglabert
630861	Abusive	optimized-simple-banglabert
768879	Abusive	optimized-simple-banglabert
882539	None	optimized-simple-banglabert
558518	Political Hate	optimized-simple-banglabert
937312	None	optimized-simple-banglabert
422059	None	optimized-simple-banglabert
416662	None	optimized-simple-banglabert
632696	Abusive	optimized-simple-banglabert
203962	None	optimized-simple-banglabert
857709	None	optimized-simple-banglabert
793617	Abusive	optimized-simple-banglabert
486353	None	optimized-simple-banglabert
635854	None	optimized-simple-banglabert
84223	None	optimized-simple-banglabert
150930	None	optimized-simple-banglabert
156149	None	optimized-simple-banglabert
772243	Abusive	optimized-simple-banglabert
644418	None	optimized-simple-banglabert
723392	Political Hate	optimized-simple-banglabert
717266	None	optimized-simple-banglabert
75367	Religious Hate	optimized-simple-banglabert
398304	None	optimized-simple-banglabert
350619	None	optimized-simple-banglabert
633361	Abusive	optimized-simple-banglabert
545400	None	optimized-simple-banglabert
184710	Religious Hate	optimized-simple-banglabert
126450	None	optimized-simple-banglabert
157874	Abusive	optimized-simple-banglabert
268695	None	optimized-simple-banglabert
443262	Profane	optimized-simple-banglabert
405050	Abusive	optimized-simple-banglabert
475199	None	optimized-simple-banglabert
909906	None	optimized-simple-banglabert
619424	Profane	optimized-simple-banglabert
338317	Political Hate	optimized-simple-banglabert
208842	Abusive	optimized-simple-banglabert
297713	Political Hate	optimized-simple-banglabert
198549	Political Hate	optimized-simple-banglabert
240451	None	optimized-simple-banglabert
432313	None	optimized-simple-banglabert
556009	Profane	optimized-simple-banglabert
291078	None	optimized-simple-banglabert
647866	None	optimized-simple-banglabert
885374	Abusive	optimized-simple-banglabert
149363	None	optimized-simple-banglabert
169573	None	optimized-simple-banglabert
456507	Abusive	optimized-simple-banglabert
589233	None	optimized-simple-banglabert
112377	None	optimized-simple-banglabert
831724	Abusive	optimized-simple-banglabert
5407	Abusive	optimized-simple-banglabert
15943	Political Hate	optimized-simple-banglabert
741246	None	optimized-simple-banglabert
61405	None	optimized-simple-banglabert
915869	None	optimized-simple-banglabert
511267	None	optimized-simple-banglabert
1471	None	optimized-simple-banglabert
367605	Religious Hate	optimized-simple-banglabert
174842	Abusive	optimized-simple-banglabert
137391	None	optimized-simple-banglabert
840729	Abusive	optimized-simple-banglabert
416127	Profane	optimized-simple-banglabert
330333	Political Hate	optimized-simple-banglabert
670421	None	optimized-simple-banglabert
242499	Political Hate	optimized-simple-banglabert
144117	Abusive	optimized-simple-banglabert
639424	Profane	optimized-simple-banglabert
394368	Religious Hate	optimized-simple-banglabert
291259	Abusive	optimized-simple-banglabert
142509	None	optimized-simple-banglabert
226408	Abusive	optimized-simple-banglabert
486351	None	optimized-simple-banglabert
865343	None	optimized-simple-banglabert
490548	None	optimized-simple-banglabert
430804	Religious Hate	optimized-simple-banglabert
292631	Abusive	optimized-simple-banglabert
399708	None	optimized-simple-banglabert
62074	None	optimized-simple-banglabert
277817	None	optimized-simple-banglabert
451449	None	optimized-simple-banglabert
937837	None	optimized-simple-banglabert
69996	Political Hate	optimized-simple-banglabert
472779	None	optimized-simple-banglabert
593869	Political Hate	optimized-simple-banglabert
113374	None	optimized-simple-banglabert
295098	None	optimized-simple-banglabert
688164	None	optimized-simple-banglabert
754307	Religious Hate	optimized-simple-banglabert
185344	Abusive	optimized-simple-banglabert
206819	None	optimized-simple-banglabert
776128	Religious Hate	optimized-simple-banglabert
438265	None	optimized-simple-banglabert
586064	None	optimized-simple-banglabert
588534	None	optimized-simple-banglabert
863686	None	optimized-simple-banglabert
694501	Abusive	optimized-simple-banglabert
97900	None	optimized-simple-banglabert
166900	Abusive	optimized-simple-banglabert
109971	None	optimized-simple-banglabert
497464	None	optimized-simple-banglabert
376477	None	optimized-simple-banglabert
65718	None	optimized-simple-banglabert
784043	Abusive	optimized-simple-banglabert
702897	None	optimized-simple-banglabert
352371	None	optimized-simple-banglabert
52223	None	optimized-simple-banglabert
131128	Abusive	optimized-simple-banglabert
13831	None	optimized-simple-banglabert
148597	None	optimized-simple-banglabert
60602	None	optimized-simple-banglabert
752509	Political Hate	optimized-simple-banglabert
730085	None	optimized-simple-banglabert
625048	None	optimized-simple-banglabert
541629	Abusive	optimized-simple-banglabert
895206	Abusive	optimized-simple-banglabert
725993	Political Hate	optimized-simple-banglabert
296053	None	optimized-simple-banglabert
240086	None	optimized-simple-banglabert
106374	Abusive	optimized-simple-banglabert
2358	None	optimized-simple-banglabert
655996	None	optimized-simple-banglabert
2640	Political Hate	optimized-simple-banglabert
583695	Abusive	optimized-simple-banglabert
740126	Abusive	optimized-simple-banglabert
116038	Abusive	optimized-simple-banglabert
839438	Abusive	optimized-simple-banglabert
216777	Abusive	optimized-simple-banglabert
717153	None	optimized-simple-banglabert
628314	Profane	optimized-simple-banglabert
49560	Abusive	optimized-simple-banglabert
484546	Profane	optimized-simple-banglabert
411292	Profane	optimized-simple-banglabert
739397	Abusive	optimized-simple-banglabert
33049	None	optimized-simple-banglabert
234943	Abusive	optimized-simple-banglabert
85567	None	optimized-simple-banglabert
898840	None	optimized-simple-banglabert
110149	Religious Hate	optimized-simple-banglabert
928802	Profane	optimized-simple-banglabert
65232	Religious Hate	optimized-simple-banglabert
609733	Abusive	optimized-simple-banglabert
607110	None	optimized-simple-banglabert
656146	None	optimized-simple-banglabert
122819	None	optimized-simple-banglabert
924773	Abusive	optimized-simple-banglabert
855239	None	optimized-simple-banglabert
455140	Religious Hate	optimized-simple-banglabert
172685	Political Hate	optimized-simple-banglabert
705941	None	optimized-simple-banglabert
317297	None	optimized-simple-banglabert
637876	Political Hate	optimized-simple-banglabert
198449	None	optimized-simple-banglabert
822721	Religious Hate	optimized-simple-banglabert
347419	Abusive	optimized-simple-banglabert
503146	None	optimized-simple-banglabert
601962	Profane	optimized-simple-banglabert
847061	Profane	optimized-simple-banglabert
449847	Abusive	optimized-simple-banglabert
266272	None	optimized-simple-banglabert
579593	Abusive	optimized-simple-banglabert
696370	None	optimized-simple-banglabert
282600	Abusive	optimized-simple-banglabert
901656	None	optimized-simple-banglabert
348015	None	optimized-simple-banglabert
436616	None	optimized-simple-banglabert
257730	Political Hate	optimized-simple-banglabert
662170	None	optimized-simple-banglabert
385756	Abusive	optimized-simple-banglabert
359726	None	optimized-simple-banglabert
660956	None	optimized-simple-banglabert
767839	Sexism	optimized-simple-banglabert
104694	None	optimized-simple-banglabert
939708	Abusive	optimized-simple-banglabert
918343	None	optimized-simple-banglabert
169088	None	optimized-simple-banglabert
559219	None	optimized-simple-banglabert
313940	Profane	optimized-simple-banglabert
156518	Abusive	optimized-simple-banglabert
475465	Political Hate	optimized-simple-banglabert
796521	None	optimized-simple-banglabert
340667	None	optimized-simple-banglabert
871730	None	optimized-simple-banglabert
526989	Abusive	optimized-simple-banglabert
2000	Profane	optimized-simple-banglabert
770360	None	optimized-simple-banglabert
97016	None	optimized-simple-banglabert
759827	None	optimized-simple-banglabert
121027	None	optimized-simple-banglabert
398334	None	optimized-simple-banglabert
88547	Abusive	optimized-simple-banglabert
388063	Abusive	optimized-simple-banglabert
584267	None	optimized-simple-banglabert
199146	Political Hate	optimized-simple-banglabert
862801	None	optimized-simple-banglabert
663203	None	optimized-simple-banglabert
384078	None	optimized-simple-banglabert
674707	None	optimized-simple-banglabert
248801	None	optimized-simple-banglabert
434904	Religious Hate	optimized-simple-banglabert
892832	Political Hate	optimized-simple-banglabert
849635	None	optimized-simple-banglabert
357655	Abusive	optimized-simple-banglabert
38822	Abusive	optimized-simple-banglabert
15868	Religious Hate	optimized-simple-banglabert
92875	None	optimized-simple-banglabert
881948	None	optimized-simple-banglabert
930602	None	optimized-simple-banglabert
297212	None	optimized-simple-banglabert
720687	None	optimized-simple-banglabert
129760	Religious Hate	optimized-simple-banglabert
195054	Political Hate	optimized-simple-banglabert
109394	None	optimized-simple-banglabert
869427	None	optimized-simple-banglabert
916439	Profane	optimized-simple-banglabert
137360	None	optimized-simple-banglabert
617422	Abusive	optimized-simple-banglabert
78119	Abusive	optimized-simple-banglabert
723502	None	optimized-simple-banglabert
478562	Abusive	optimized-simple-banglabert
65211	Political Hate	optimized-simple-banglabert
509559	Abusive	optimized-simple-banglabert
326033	Profane	optimized-simple-banglabert
863542	Political Hate	optimized-simple-banglabert
700913	Abusive	optimized-simple-banglabert
674516	Religious Hate	optimized-simple-banglabert
559600	Political Hate	optimized-simple-banglabert
503290	None	optimized-simple-banglabert
896878	None	optimized-simple-banglabert
134107	None	optimized-simple-banglabert
249718	None	optimized-simple-banglabert
163349	Abusive	optimized-simple-banglabert
401513	None	optimized-simple-banglabert
650595	Abusive	optimized-simple-banglabert
752284	None	optimized-simple-banglabert
865890	Abusive	optimized-simple-banglabert
186435	None	optimized-simple-banglabert
373339	None	optimized-simple-banglabert
286709	None	optimized-simple-banglabert
643016	None	optimized-simple-banglabert
27134	None	optimized-simple-banglabert
593062	None	optimized-simple-banglabert
676443	None	optimized-simple-banglabert
614707	None	optimized-simple-banglabert
61510	Abusive	optimized-simple-banglabert
153559	None	optimized-simple-banglabert
433441	None	optimized-simple-banglabert
216305	None	optimized-simple-banglabert
910124	None	optimized-simple-banglabert
620809	Political Hate	optimized-simple-banglabert
932421	None	optimized-simple-banglabert
425270	Profane	optimized-simple-banglabert
273781	None	optimized-simple-banglabert
187613	Political Hate	optimized-simple-banglabert
124364	None	optimized-simple-banglabert
877298	Abusive	optimized-simple-banglabert
605600	Abusive	optimized-simple-banglabert
349142	None	optimized-simple-banglabert
780477	Abusive	optimized-simple-banglabert
850714	Abusive	optimized-simple-banglabert
182549	Political Hate	optimized-simple-banglabert
591436	None	optimized-simple-banglabert
532973	Religious Hate	optimized-simple-banglabert
254837	None	optimized-simple-banglabert
570134	None	optimized-simple-banglabert
600873	None	optimized-simple-banglabert
897692	Abusive	optimized-simple-banglabert
145602	None	optimized-simple-banglabert
674074	Political Hate	optimized-simple-banglabert
617154	Abusive	optimized-simple-banglabert
131424	None	optimized-simple-banglabert
863095	None	optimized-simple-banglabert
753046	Political Hate	optimized-simple-banglabert
889442	None	optimized-simple-banglabert
290088	Political Hate	optimized-simple-banglabert
158006	None	optimized-simple-banglabert
915317	None	optimized-simple-banglabert
928884	Profane	optimized-simple-banglabert
845497	Political Hate	optimized-simple-banglabert
337012	None	optimized-simple-banglabert
806329	None	optimized-simple-banglabert
513110	Abusive	optimized-simple-banglabert
313334	None	optimized-simple-banglabert
843096	Profane	optimized-simple-banglabert
406040	Abusive	optimized-simple-banglabert
436473	None	optimized-simple-banglabert
864150	None	optimized-simple-banglabert
307617	Abusive	optimized-simple-banglabert
486690	None	optimized-simple-banglabert
197326	Political Hate	optimized-simple-banglabert
295541	Political Hate	optimized-simple-banglabert
264754	Abusive	optimized-simple-banglabert
214178	None	optimized-simple-banglabert
288143	None	optimized-simple-banglabert
77822	Profane	optimized-simple-banglabert
659471	Abusive	optimized-simple-banglabert
441154	Religious Hate	optimized-simple-banglabert
304049	Abusive	optimized-simple-banglabert
635950	None	optimized-simple-banglabert
863812	Profane	optimized-simple-banglabert
642147	None	optimized-simple-banglabert
206032	Political Hate	optimized-simple-banglabert
936269	None	optimized-simple-banglabert
87245	None	optimized-simple-banglabert
831967	Political Hate	optimized-simple-banglabert
773650	None	optimized-simple-banglabert
578805	Profane	optimized-simple-banglabert
54423	None	optimized-simple-banglabert
187408	Religious Hate	optimized-simple-banglabert
446182	Abusive	optimized-simple-banglabert
240952	Profane	optimized-simple-banglabert
609430	None	optimized-simple-banglabert
32107	None	optimized-simple-banglabert
257935	None	optimized-simple-banglabert
823899	None	optimized-simple-banglabert
685145	None	optimized-simple-banglabert
398331	Political Hate	optimized-simple-banglabert
153024	None	optimized-simple-banglabert
175531	Profane	optimized-simple-banglabert
446560	Profane	optimized-simple-banglabert
418942	None	optimized-simple-banglabert
594047	None	optimized-simple-banglabert
542787	None	optimized-simple-banglabert
506353	None	optimized-simple-banglabert
841821	None	optimized-simple-banglabert
427816	Political Hate	optimized-simple-banglabert
186081	Political Hate	optimized-simple-banglabert
63181	None	optimized-simple-banglabert
474439	None	optimized-simple-banglabert
266781	Religious Hate	optimized-simple-banglabert
863333	None	optimized-simple-banglabert
99308	None	optimized-simple-banglabert
411516	Abusive	optimized-simple-banglabert
917711	None	optimized-simple-banglabert
297791	Abusive	optimized-simple-banglabert
837511	Abusive	optimized-simple-banglabert
516611	None	optimized-simple-banglabert
361540	None	optimized-simple-banglabert
289632	None	optimized-simple-banglabert
557898	Abusive	optimized-simple-banglabert
478098	None	optimized-simple-banglabert
219774	None	optimized-simple-banglabert
639571	None	optimized-simple-banglabert
458029	Profane	optimized-simple-banglabert
26006	Profane	optimized-simple-banglabert
615341	None	optimized-simple-banglabert
365272	Abusive	optimized-simple-banglabert
446152	Profane	optimized-simple-banglabert
924516	None	optimized-simple-banglabert
912732	None	optimized-simple-banglabert
3376	None	optimized-simple-banglabert
873206	None	optimized-simple-banglabert
147620	None	optimized-simple-banglabert
48729	None	optimized-simple-banglabert
118706	Abusive	optimized-simple-banglabert
496287	None	optimized-simple-banglabert
633278	None	optimized-simple-banglabert
556423	None	optimized-simple-banglabert
192902	Abusive	optimized-simple-banglabert
750879	Abusive	optimized-simple-banglabert
715529	None	optimized-simple-banglabert
134711	None	optimized-simple-banglabert
660107	None	optimized-simple-banglabert
437345	None	optimized-simple-banglabert
214891	Political Hate	optimized-simple-banglabert
900908	Abusive	optimized-simple-banglabert
763719	None	optimized-simple-banglabert
315444	Abusive	optimized-simple-banglabert
455707	None	optimized-simple-banglabert
290653	None	optimized-simple-banglabert
691850	None	optimized-simple-banglabert
318941	Profane	optimized-simple-banglabert
182737	Political Hate	optimized-simple-banglabert
285028	Political Hate	optimized-simple-banglabert
904223	None	optimized-simple-banglabert
291039	None	optimized-simple-banglabert
645637	Abusive	optimized-simple-banglabert
328958	None	optimized-simple-banglabert
168539	None	optimized-simple-banglabert
375694	None	optimized-simple-banglabert
501348	None	optimized-simple-banglabert
30143	None	optimized-simple-banglabert
565055	None	optimized-simple-banglabert
481211	Abusive	optimized-simple-banglabert
8371	None	optimized-simple-banglabert
757645	None	optimized-simple-banglabert
738411	Abusive	optimized-simple-banglabert
767666	Abusive	optimized-simple-banglabert
261763	None	optimized-simple-banglabert
351660	Profane	optimized-simple-banglabert
476158	Political Hate	optimized-simple-banglabert
865803	None	optimized-simple-banglabert
111001	Political Hate	optimized-simple-banglabert
61880	Abusive	optimized-simple-banglabert
530551	None	optimized-simple-banglabert
583453	None	optimized-simple-banglabert
764722	None	optimized-simple-banglabert
511997	Abusive	optimized-simple-banglabert
