id	label	model
33791	None	conservative-banglabert
628771	Abusive	conservative-banglabert
197579	Political Hate	conservative-banglabert
228413	Abusive	conservative-banglabert
607208	None	conservative-banglabert
482851	Abusive	conservative-banglabert
641065	None	conservative-banglabert
154089	None	conservative-banglabert
21246	None	conservative-banglabert
99970	None	conservative-banglabert
243706	Abusive	conservative-banglabert
366232	None	conservative-banglabert
799431	Abusive	conservative-banglabert
151836	None	conservative-banglabert
384383	None	conservative-banglabert
430350	Abusive	conservative-banglabert
321512	None	conservative-banglabert
791877	Political Hate	conservative-banglabert
369126	Religious Hate	conservative-banglabert
769210	Abusive	conservative-banglabert
389866	None	conservative-banglabert
124392	Abusive	conservative-banglabert
111565	Abusive	conservative-banglabert
87928	Political Hate	conservative-banglabert
507897	Sexism	conservative-banglabert
284276	None	conservative-banglabert
211557	Political Hate	conservative-banglabert
407528	Abusive	conservative-banglabert
656024	Abusive	conservative-banglabert
163256	Abusive	conservative-banglabert
701482	None	conservative-banglabert
28613	Political Hate	conservative-banglabert
393451	None	conservative-banglabert
130986	None	conservative-banglabert
47847	None	conservative-banglabert
474831	Religious Hate	conservative-banglabert
262358	Abusive	conservative-banglabert
809182	None	conservative-banglabert
912597	None	conservative-banglabert
491193	None	conservative-banglabert
605569	None	conservative-banglabert
380424	None	conservative-banglabert
603456	Abusive	conservative-banglabert
107100	Political Hate	conservative-banglabert
626831	None	conservative-banglabert
447213	None	conservative-banglabert
697862	None	conservative-banglabert
91497	None	conservative-banglabert
652526	None	conservative-banglabert
24792	None	conservative-banglabert
571083	None	conservative-banglabert
890268	Profane	conservative-banglabert
5297	None	conservative-banglabert
920594	Abusive	conservative-banglabert
172944	Political Hate	conservative-banglabert
624079	None	conservative-banglabert
770329	None	conservative-banglabert
692607	Abusive	conservative-banglabert
3052	Political Hate	conservative-banglabert
844455	Abusive	conservative-banglabert
814896	Profane	conservative-banglabert
110591	None	conservative-banglabert
180575	Political Hate	conservative-banglabert
254322	Abusive	conservative-banglabert
574720	None	conservative-banglabert
622377	None	conservative-banglabert
623083	Political Hate	conservative-banglabert
668718	Abusive	conservative-banglabert
633172	None	conservative-banglabert
6790	None	conservative-banglabert
850984	Political Hate	conservative-banglabert
500524	Political Hate	conservative-banglabert
581344	None	conservative-banglabert
654769	None	conservative-banglabert
706547	None	conservative-banglabert
603782	None	conservative-banglabert
302171	None	conservative-banglabert
744717	None	conservative-banglabert
512972	None	conservative-banglabert
781353	None	conservative-banglabert
384814	None	conservative-banglabert
15032	None	conservative-banglabert
251425	Abusive	conservative-banglabert
813466	None	conservative-banglabert
675844	Abusive	conservative-banglabert
2583	Religious Hate	conservative-banglabert
659227	Abusive	conservative-banglabert
169886	None	conservative-banglabert
381979	None	conservative-banglabert
299641	Abusive	conservative-banglabert
704171	None	conservative-banglabert
618279	Abusive	conservative-banglabert
641060	None	conservative-banglabert
562096	None	conservative-banglabert
318122	Profane	conservative-banglabert
451639	None	conservative-banglabert
653504	None	conservative-banglabert
144836	Abusive	conservative-banglabert
426811	Abusive	conservative-banglabert
399359	None	conservative-banglabert
610564	Political Hate	conservative-banglabert
246780	None	conservative-banglabert
838887	None	conservative-banglabert
144994	None	conservative-banglabert
854277	None	conservative-banglabert
865313	None	conservative-banglabert
578428	None	conservative-banglabert
187917	None	conservative-banglabert
348388	Abusive	conservative-banglabert
741123	None	conservative-banglabert
634544	None	conservative-banglabert
778366	None	conservative-banglabert
441000	None	conservative-banglabert
377994	None	conservative-banglabert
362805	None	conservative-banglabert
12475	None	conservative-banglabert
460383	Abusive	conservative-banglabert
870913	Profane	conservative-banglabert
2715	None	conservative-banglabert
921356	None	conservative-banglabert
196647	Profane	conservative-banglabert
824151	None	conservative-banglabert
382540	Abusive	conservative-banglabert
1087	None	conservative-banglabert
380610	None	conservative-banglabert
416517	None	conservative-banglabert
456028	Abusive	conservative-banglabert
431471	None	conservative-banglabert
453235	Political Hate	conservative-banglabert
927587	None	conservative-banglabert
422259	None	conservative-banglabert
896697	None	conservative-banglabert
42562	None	conservative-banglabert
197313	Political Hate	conservative-banglabert
690302	Abusive	conservative-banglabert
925174	None	conservative-banglabert
535584	None	conservative-banglabert
931365	None	conservative-banglabert
227393	Political Hate	conservative-banglabert
329379	None	conservative-banglabert
56445	None	conservative-banglabert
546158	Political Hate	conservative-banglabert
258725	None	conservative-banglabert
175825	None	conservative-banglabert
937532	None	conservative-banglabert
833099	None	conservative-banglabert
321436	Abusive	conservative-banglabert
755018	None	conservative-banglabert
798262	Abusive	conservative-banglabert
866278	None	conservative-banglabert
210321	Political Hate	conservative-banglabert
363164	None	conservative-banglabert
370542	None	conservative-banglabert
132703	None	conservative-banglabert
601946	Abusive	conservative-banglabert
897150	None	conservative-banglabert
256376	None	conservative-banglabert
240015	None	conservative-banglabert
259547	Abusive	conservative-banglabert
67131	None	conservative-banglabert
923885	None	conservative-banglabert
226135	None	conservative-banglabert
662300	None	conservative-banglabert
677456	Political Hate	conservative-banglabert
485008	Abusive	conservative-banglabert
529942	Profane	conservative-banglabert
914346	None	conservative-banglabert
298173	Political Hate	conservative-banglabert
446809	None	conservative-banglabert
671424	None	conservative-banglabert
793955	Political Hate	conservative-banglabert
157776	Abusive	conservative-banglabert
283469	None	conservative-banglabert
206317	Abusive	conservative-banglabert
33066	None	conservative-banglabert
36214	Political Hate	conservative-banglabert
683112	None	conservative-banglabert
831416	Abusive	conservative-banglabert
473865	None	conservative-banglabert
783655	Political Hate	conservative-banglabert
344565	None	conservative-banglabert
240377	Religious Hate	conservative-banglabert
205517	None	conservative-banglabert
624990	None	conservative-banglabert
114646	Profane	conservative-banglabert
860260	None	conservative-banglabert
321233	None	conservative-banglabert
287639	Political Hate	conservative-banglabert
698525	Sexism	conservative-banglabert
640865	None	conservative-banglabert
493551	None	conservative-banglabert
329369	None	conservative-banglabert
687000	Profane	conservative-banglabert
938515	None	conservative-banglabert
71327	Abusive	conservative-banglabert
82872	Abusive	conservative-banglabert
564549	Political Hate	conservative-banglabert
93050	Abusive	conservative-banglabert
684599	None	conservative-banglabert
923214	None	conservative-banglabert
712666	None	conservative-banglabert
516447	None	conservative-banglabert
789503	None	conservative-banglabert
126197	Profane	conservative-banglabert
83510	None	conservative-banglabert
693378	None	conservative-banglabert
766830	Abusive	conservative-banglabert
917369	Abusive	conservative-banglabert
140689	Profane	conservative-banglabert
828319	None	conservative-banglabert
441784	Abusive	conservative-banglabert
584069	None	conservative-banglabert
595722	None	conservative-banglabert
587975	Abusive	conservative-banglabert
737847	None	conservative-banglabert
355260	Religious Hate	conservative-banglabert
208807	None	conservative-banglabert
698527	Sexism	conservative-banglabert
342704	None	conservative-banglabert
281083	None	conservative-banglabert
594110	Abusive	conservative-banglabert
208175	Political Hate	conservative-banglabert
536181	None	conservative-banglabert
562508	None	conservative-banglabert
844368	Political Hate	conservative-banglabert
355570	Abusive	conservative-banglabert
576652	Abusive	conservative-banglabert
230254	Political Hate	conservative-banglabert
396913	None	conservative-banglabert
160607	None	conservative-banglabert
775615	None	conservative-banglabert
634523	Political Hate	conservative-banglabert
313291	Abusive	conservative-banglabert
631046	Abusive	conservative-banglabert
550426	Political Hate	conservative-banglabert
807498	None	conservative-banglabert
388081	None	conservative-banglabert
532701	None	conservative-banglabert
506934	None	conservative-banglabert
322440	None	conservative-banglabert
507780	None	conservative-banglabert
133106	None	conservative-banglabert
584019	None	conservative-banglabert
474793	Political Hate	conservative-banglabert
890928	None	conservative-banglabert
888703	None	conservative-banglabert
391227	Religious Hate	conservative-banglabert
511127	None	conservative-banglabert
507374	Sexism	conservative-banglabert
680347	None	conservative-banglabert
63627	None	conservative-banglabert
903197	Abusive	conservative-banglabert
938868	None	conservative-banglabert
675732	None	conservative-banglabert
482546	Abusive	conservative-banglabert
675440	None	conservative-banglabert
115168	None	conservative-banglabert
352533	Political Hate	conservative-banglabert
630861	Abusive	conservative-banglabert
768879	Abusive	conservative-banglabert
882539	None	conservative-banglabert
558518	Political Hate	conservative-banglabert
937312	None	conservative-banglabert
422059	None	conservative-banglabert
416662	None	conservative-banglabert
632696	Abusive	conservative-banglabert
203962	None	conservative-banglabert
857709	Abusive	conservative-banglabert
793617	Abusive	conservative-banglabert
486353	None	conservative-banglabert
635854	None	conservative-banglabert
84223	None	conservative-banglabert
150930	None	conservative-banglabert
156149	None	conservative-banglabert
772243	Political Hate	conservative-banglabert
644418	None	conservative-banglabert
723392	Political Hate	conservative-banglabert
717266	Abusive	conservative-banglabert
75367	Religious Hate	conservative-banglabert
398304	None	conservative-banglabert
350619	None	conservative-banglabert
633361	None	conservative-banglabert
545400	None	conservative-banglabert
184710	Religious Hate	conservative-banglabert
126450	None	conservative-banglabert
157874	Abusive	conservative-banglabert
268695	None	conservative-banglabert
443262	Profane	conservative-banglabert
405050	Abusive	conservative-banglabert
475199	None	conservative-banglabert
909906	None	conservative-banglabert
619424	None	conservative-banglabert
338317	Political Hate	conservative-banglabert
208842	None	conservative-banglabert
297713	Political Hate	conservative-banglabert
198549	Political Hate	conservative-banglabert
240451	None	conservative-banglabert
432313	None	conservative-banglabert
556009	Profane	conservative-banglabert
291078	Abusive	conservative-banglabert
647866	None	conservative-banglabert
885374	None	conservative-banglabert
149363	None	conservative-banglabert
169573	None	conservative-banglabert
456507	None	conservative-banglabert
589233	Political Hate	conservative-banglabert
112377	None	conservative-banglabert
831724	Abusive	conservative-banglabert
5407	None	conservative-banglabert
15943	Political Hate	conservative-banglabert
741246	None	conservative-banglabert
61405	None	conservative-banglabert
915869	None	conservative-banglabert
511267	None	conservative-banglabert
1471	None	conservative-banglabert
367605	Religious Hate	conservative-banglabert
174842	Abusive	conservative-banglabert
137391	None	conservative-banglabert
840729	Abusive	conservative-banglabert
416127	Profane	conservative-banglabert
330333	Abusive	conservative-banglabert
670421	None	conservative-banglabert
242499	Political Hate	conservative-banglabert
144117	Political Hate	conservative-banglabert
639424	Abusive	conservative-banglabert
394368	Religious Hate	conservative-banglabert
291259	Abusive	conservative-banglabert
142509	None	conservative-banglabert
226408	Profane	conservative-banglabert
486351	None	conservative-banglabert
865343	None	conservative-banglabert
490548	None	conservative-banglabert
430804	Religious Hate	conservative-banglabert
292631	None	conservative-banglabert
399708	None	conservative-banglabert
62074	None	conservative-banglabert
277817	None	conservative-banglabert
451449	None	conservative-banglabert
937837	None	conservative-banglabert
69996	Political Hate	conservative-banglabert
472779	None	conservative-banglabert
593869	Political Hate	conservative-banglabert
113374	None	conservative-banglabert
295098	None	conservative-banglabert
688164	None	conservative-banglabert
754307	Religious Hate	conservative-banglabert
185344	Abusive	conservative-banglabert
206819	None	conservative-banglabert
776128	Religious Hate	conservative-banglabert
438265	None	conservative-banglabert
586064	None	conservative-banglabert
588534	None	conservative-banglabert
863686	None	conservative-banglabert
694501	Abusive	conservative-banglabert
97900	None	conservative-banglabert
166900	None	conservative-banglabert
109971	Abusive	conservative-banglabert
497464	None	conservative-banglabert
376477	None	conservative-banglabert
65718	None	conservative-banglabert
784043	Political Hate	conservative-banglabert
702897	None	conservative-banglabert
352371	None	conservative-banglabert
52223	Political Hate	conservative-banglabert
131128	None	conservative-banglabert
13831	Profane	conservative-banglabert
148597	None	conservative-banglabert
60602	None	conservative-banglabert
752509	Abusive	conservative-banglabert
730085	Political Hate	conservative-banglabert
625048	None	conservative-banglabert
541629	Abusive	conservative-banglabert
895206	Abusive	conservative-banglabert
725993	Political Hate	conservative-banglabert
296053	None	conservative-banglabert
240086	None	conservative-banglabert
106374	Political Hate	conservative-banglabert
2358	None	conservative-banglabert
655996	None	conservative-banglabert
2640	Political Hate	conservative-banglabert
583695	Abusive	conservative-banglabert
740126	Abusive	conservative-banglabert
116038	Abusive	conservative-banglabert
839438	Sexism	conservative-banglabert
216777	Abusive	conservative-banglabert
717153	None	conservative-banglabert
628314	Profane	conservative-banglabert
49560	Abusive	conservative-banglabert
484546	None	conservative-banglabert
411292	Profane	conservative-banglabert
739397	None	conservative-banglabert
33049	None	conservative-banglabert
234943	Abusive	conservative-banglabert
85567	None	conservative-banglabert
898840	None	conservative-banglabert
110149	None	conservative-banglabert
928802	Profane	conservative-banglabert
65232	Religious Hate	conservative-banglabert
609733	Abusive	conservative-banglabert
607110	None	conservative-banglabert
656146	None	conservative-banglabert
122819	None	conservative-banglabert
924773	None	conservative-banglabert
855239	None	conservative-banglabert
455140	None	conservative-banglabert
172685	Political Hate	conservative-banglabert
705941	None	conservative-banglabert
317297	Abusive	conservative-banglabert
637876	Political Hate	conservative-banglabert
198449	None	conservative-banglabert
822721	Religious Hate	conservative-banglabert
347419	None	conservative-banglabert
503146	None	conservative-banglabert
601962	Profane	conservative-banglabert
847061	Profane	conservative-banglabert
449847	Abusive	conservative-banglabert
266272	None	conservative-banglabert
579593	Abusive	conservative-banglabert
696370	None	conservative-banglabert
282600	None	conservative-banglabert
901656	None	conservative-banglabert
348015	None	conservative-banglabert
436616	None	conservative-banglabert
257730	Political Hate	conservative-banglabert
662170	None	conservative-banglabert
385756	Abusive	conservative-banglabert
359726	None	conservative-banglabert
660956	None	conservative-banglabert
767839	None	conservative-banglabert
104694	None	conservative-banglabert
939708	Abusive	conservative-banglabert
918343	None	conservative-banglabert
169088	Abusive	conservative-banglabert
559219	Political Hate	conservative-banglabert
313940	Profane	conservative-banglabert
156518	Abusive	conservative-banglabert
475465	Political Hate	conservative-banglabert
796521	None	conservative-banglabert
340667	None	conservative-banglabert
871730	None	conservative-banglabert
526989	None	conservative-banglabert
2000	None	conservative-banglabert
770360	None	conservative-banglabert
97016	None	conservative-banglabert
759827	None	conservative-banglabert
121027	Abusive	conservative-banglabert
398334	None	conservative-banglabert
88547	Abusive	conservative-banglabert
388063	Abusive	conservative-banglabert
584267	None	conservative-banglabert
199146	None	conservative-banglabert
862801	None	conservative-banglabert
663203	None	conservative-banglabert
384078	None	conservative-banglabert
674707	None	conservative-banglabert
248801	None	conservative-banglabert
434904	None	conservative-banglabert
892832	None	conservative-banglabert
849635	None	conservative-banglabert
357655	Abusive	conservative-banglabert
38822	Abusive	conservative-banglabert
15868	Political Hate	conservative-banglabert
92875	Political Hate	conservative-banglabert
881948	None	conservative-banglabert
930602	None	conservative-banglabert
297212	None	conservative-banglabert
720687	None	conservative-banglabert
129760	Religious Hate	conservative-banglabert
195054	Political Hate	conservative-banglabert
109394	None	conservative-banglabert
869427	None	conservative-banglabert
916439	Profane	conservative-banglabert
137360	None	conservative-banglabert
617422	None	conservative-banglabert
78119	Abusive	conservative-banglabert
723502	None	conservative-banglabert
478562	Abusive	conservative-banglabert
65211	Political Hate	conservative-banglabert
509559	Abusive	conservative-banglabert
326033	Profane	conservative-banglabert
863542	Political Hate	conservative-banglabert
700913	Abusive	conservative-banglabert
674516	Religious Hate	conservative-banglabert
559600	Political Hate	conservative-banglabert
503290	Abusive	conservative-banglabert
896878	None	conservative-banglabert
134107	None	conservative-banglabert
249718	None	conservative-banglabert
163349	Abusive	conservative-banglabert
401513	None	conservative-banglabert
650595	Abusive	conservative-banglabert
752284	None	conservative-banglabert
865890	None	conservative-banglabert
186435	Abusive	conservative-banglabert
373339	None	conservative-banglabert
286709	Abusive	conservative-banglabert
643016	None	conservative-banglabert
27134	None	conservative-banglabert
593062	None	conservative-banglabert
676443	None	conservative-banglabert
614707	None	conservative-banglabert
61510	Abusive	conservative-banglabert
153559	None	conservative-banglabert
433441	Abusive	conservative-banglabert
216305	Political Hate	conservative-banglabert
910124	None	conservative-banglabert
620809	Political Hate	conservative-banglabert
932421	Abusive	conservative-banglabert
425270	Profane	conservative-banglabert
273781	None	conservative-banglabert
187613	Political Hate	conservative-banglabert
124364	None	conservative-banglabert
877298	Abusive	conservative-banglabert
605600	Abusive	conservative-banglabert
349142	None	conservative-banglabert
780477	None	conservative-banglabert
850714	Abusive	conservative-banglabert
182549	Political Hate	conservative-banglabert
591436	None	conservative-banglabert
532973	Religious Hate	conservative-banglabert
254837	Abusive	conservative-banglabert
570134	None	conservative-banglabert
600873	None	conservative-banglabert
897692	Abusive	conservative-banglabert
145602	None	conservative-banglabert
674074	Political Hate	conservative-banglabert
617154	None	conservative-banglabert
131424	None	conservative-banglabert
863095	None	conservative-banglabert
753046	Political Hate	conservative-banglabert
889442	None	conservative-banglabert
290088	Political Hate	conservative-banglabert
158006	None	conservative-banglabert
915317	None	conservative-banglabert
928884	Profane	conservative-banglabert
845497	Political Hate	conservative-banglabert
337012	None	conservative-banglabert
806329	None	conservative-banglabert
513110	Abusive	conservative-banglabert
313334	None	conservative-banglabert
843096	Profane	conservative-banglabert
406040	None	conservative-banglabert
436473	Abusive	conservative-banglabert
864150	None	conservative-banglabert
307617	Abusive	conservative-banglabert
486690	None	conservative-banglabert
197326	Political Hate	conservative-banglabert
295541	Abusive	conservative-banglabert
264754	Abusive	conservative-banglabert
214178	None	conservative-banglabert
288143	None	conservative-banglabert
77822	Profane	conservative-banglabert
659471	Abusive	conservative-banglabert
441154	Religious Hate	conservative-banglabert
304049	Abusive	conservative-banglabert
635950	None	conservative-banglabert
863812	Profane	conservative-banglabert
642147	None	conservative-banglabert
206032	Political Hate	conservative-banglabert
936269	None	conservative-banglabert
87245	None	conservative-banglabert
831967	None	conservative-banglabert
773650	None	conservative-banglabert
578805	Profane	conservative-banglabert
54423	Abusive	conservative-banglabert
187408	Religious Hate	conservative-banglabert
446182	None	conservative-banglabert
240952	Profane	conservative-banglabert
609430	None	conservative-banglabert
32107	None	conservative-banglabert
257935	None	conservative-banglabert
823899	None	conservative-banglabert
685145	None	conservative-banglabert
398331	Political Hate	conservative-banglabert
153024	None	conservative-banglabert
175531	Profane	conservative-banglabert
446560	Profane	conservative-banglabert
418942	None	conservative-banglabert
594047	Abusive	conservative-banglabert
542787	None	conservative-banglabert
506353	Political Hate	conservative-banglabert
841821	None	conservative-banglabert
427816	Political Hate	conservative-banglabert
186081	Political Hate	conservative-banglabert
63181	None	conservative-banglabert
474439	None	conservative-banglabert
266781	Religious Hate	conservative-banglabert
863333	None	conservative-banglabert
99308	None	conservative-banglabert
411516	None	conservative-banglabert
917711	None	conservative-banglabert
297791	None	conservative-banglabert
837511	Abusive	conservative-banglabert
516611	None	conservative-banglabert
361540	None	conservative-banglabert
289632	None	conservative-banglabert
557898	Abusive	conservative-banglabert
478098	None	conservative-banglabert
219774	None	conservative-banglabert
639571	Abusive	conservative-banglabert
458029	None	conservative-banglabert
26006	Profane	conservative-banglabert
615341	None	conservative-banglabert
365272	Abusive	conservative-banglabert
446152	Profane	conservative-banglabert
924516	None	conservative-banglabert
912732	None	conservative-banglabert
3376	None	conservative-banglabert
873206	Abusive	conservative-banglabert
147620	None	conservative-banglabert
48729	None	conservative-banglabert
118706	Abusive	conservative-banglabert
496287	None	conservative-banglabert
633278	Abusive	conservative-banglabert
556423	None	conservative-banglabert
192902	None	conservative-banglabert
750879	None	conservative-banglabert
715529	None	conservative-banglabert
134711	None	conservative-banglabert
660107	None	conservative-banglabert
437345	None	conservative-banglabert
214891	Political Hate	conservative-banglabert
900908	Abusive	conservative-banglabert
763719	None	conservative-banglabert
315444	Abusive	conservative-banglabert
455707	None	conservative-banglabert
290653	Religious Hate	conservative-banglabert
691850	None	conservative-banglabert
318941	Abusive	conservative-banglabert
182737	Political Hate	conservative-banglabert
285028	Political Hate	conservative-banglabert
904223	None	conservative-banglabert
291039	None	conservative-banglabert
645637	Abusive	conservative-banglabert
328958	None	conservative-banglabert
168539	None	conservative-banglabert
375694	None	conservative-banglabert
501348	None	conservative-banglabert
30143	Abusive	conservative-banglabert
565055	None	conservative-banglabert
481211	Abusive	conservative-banglabert
8371	None	conservative-banglabert
757645	Political Hate	conservative-banglabert
738411	Profane	conservative-banglabert
767666	Abusive	conservative-banglabert
261763	None	conservative-banglabert
351660	Profane	conservative-banglabert
476158	Political Hate	conservative-banglabert
865803	None	conservative-banglabert
111001	Political Hate	conservative-banglabert
61880	Abusive	conservative-banglabert
530551	None	conservative-banglabert
583453	None	conservative-banglabert
764722	None	conservative-banglabert
511997	Abusive	conservative-banglabert
884021	None	conservative-banglabert
434129	None	conservative-banglabert
318573	Religious Hate	conservative-banglabert
760589	Abusive	conservative-banglabert
804650	None	conservative-banglabert
528897	None	conservative-banglabert
716202	None	conservative-banglabert
670284	None	conservative-banglabert
869145	Abusive	conservative-banglabert
565795	None	conservative-banglabert
801623	None	conservative-banglabert
553622	None	conservative-banglabert
690373	None	conservative-banglabert
421996	None	conservative-banglabert
584595	None	conservative-banglabert
790924	None	conservative-banglabert
839704	Political Hate	conservative-banglabert
939459	Abusive	conservative-banglabert
533215	None	conservative-banglabert
72989	Political Hate	conservative-banglabert
577898	None	conservative-banglabert
912409	None	conservative-banglabert
53215	Profane	conservative-banglabert
475181	None	conservative-banglabert
220520	Political Hate	conservative-banglabert
773174	Religious Hate	conservative-banglabert
758814	Profane	conservative-banglabert
606304	Abusive	conservative-banglabert
500972	None	conservative-banglabert
685233	None	conservative-banglabert
475996	None	conservative-banglabert
741328	None	conservative-banglabert
236813	Political Hate	conservative-banglabert
250911	Abusive	conservative-banglabert
184353	None	conservative-banglabert
502301	None	conservative-banglabert
104489	None	conservative-banglabert
744914	None	conservative-banglabert
446232	Abusive	conservative-banglabert
481561	Abusive	conservative-banglabert
191354	None	conservative-banglabert
900461	None	conservative-banglabert
415829	Abusive	conservative-banglabert
613833	Profane	conservative-banglabert
718306	Abusive	conservative-banglabert
496351	Profane	conservative-banglabert
708366	None	conservative-banglabert
578669	Abusive	conservative-banglabert
487410	None	conservative-banglabert
360171	None	conservative-banglabert
97036	Profane	conservative-banglabert
782954	None	conservative-banglabert
881673	Profane	conservative-banglabert
193131	Abusive	conservative-banglabert
113089	None	conservative-banglabert
640459	None	conservative-banglabert
863300	Abusive	conservative-banglabert
166765	None	conservative-banglabert
465600	Political Hate	conservative-banglabert
524846	None	conservative-banglabert
377912	Political Hate	conservative-banglabert
647030	None	conservative-banglabert
389642	Political Hate	conservative-banglabert
838786	None	conservative-banglabert
683189	Abusive	conservative-banglabert
44208	Abusive	conservative-banglabert
129258	None	conservative-banglabert
537879	Abusive	conservative-banglabert
828437	Political Hate	conservative-banglabert
910625	Abusive	conservative-banglabert
897725	None	conservative-banglabert
129142	Abusive	conservative-banglabert
520734	None	conservative-banglabert
274405	Abusive	conservative-banglabert
187223	Political Hate	conservative-banglabert
679398	Profane	conservative-banglabert
843495	None	conservative-banglabert
888495	Abusive	conservative-banglabert
762390	None	conservative-banglabert
385068	None	conservative-banglabert
668222	None	conservative-banglabert
555345	Abusive	conservative-banglabert
427170	Abusive	conservative-banglabert
358744	None	conservative-banglabert
175954	Political Hate	conservative-banglabert
685817	None	conservative-banglabert
484759	Abusive	conservative-banglabert
395035	Political Hate	conservative-banglabert
176114	None	conservative-banglabert
300739	None	conservative-banglabert
528625	None	conservative-banglabert
511158	None	conservative-banglabert
453505	Political Hate	conservative-banglabert
293969	Abusive	conservative-banglabert
647598	None	conservative-banglabert
553699	Political Hate	conservative-banglabert
95466	Abusive	conservative-banglabert
835149	None	conservative-banglabert
748909	Abusive	conservative-banglabert
194226	Political Hate	conservative-banglabert
142118	None	conservative-banglabert
870702	Abusive	conservative-banglabert
364886	None	conservative-banglabert
112111	None	conservative-banglabert
899804	None	conservative-banglabert
696989	None	conservative-banglabert
887716	None	conservative-banglabert
660186	None	conservative-banglabert
901036	None	conservative-banglabert
510168	None	conservative-banglabert
203599	Abusive	conservative-banglabert
423343	None	conservative-banglabert
83835	Abusive	conservative-banglabert
828482	None	conservative-banglabert
409288	None	conservative-banglabert
40340	None	conservative-banglabert
801215	None	conservative-banglabert
666047	None	conservative-banglabert
700821	None	conservative-banglabert
701993	None	conservative-banglabert
254382	None	conservative-banglabert
623669	Political Hate	conservative-banglabert
175843	None	conservative-banglabert
400663	None	conservative-banglabert
468054	None	conservative-banglabert
610633	Political Hate	conservative-banglabert
620852	Abusive	conservative-banglabert
236927	Political Hate	conservative-banglabert
359516	None	conservative-banglabert
863317	Abusive	conservative-banglabert
590188	Abusive	conservative-banglabert
650314	None	conservative-banglabert
412701	Profane	conservative-banglabert
720266	None	conservative-banglabert
866888	None	conservative-banglabert
530041	None	conservative-banglabert
495166	Abusive	conservative-banglabert
114148	Political Hate	conservative-banglabert
646106	None	conservative-banglabert
818634	None	conservative-banglabert
489381	None	conservative-banglabert
366857	Abusive	conservative-banglabert
216109	None	conservative-banglabert
634558	Abusive	conservative-banglabert
250297	None	conservative-banglabert
21656	Religious Hate	conservative-banglabert
356050	Profane	conservative-banglabert
450240	None	conservative-banglabert
511964	Profane	conservative-banglabert
755491	None	conservative-banglabert
860563	Political Hate	conservative-banglabert
550210	None	conservative-banglabert
